,Unnamed: 0,Compound,Tc
1997,2675,Yb1Ba2Cu4O8,78.8
1998,2676,Mg0.73Sc0.27B2,6
1999,2677,Ba0.6K0.4Bi0.5Pb0.5O3,7.2
2000,2678,Ca0.32Na0.68Fe2As2,33
2001,2680,Mg1C0.69Ni3,1.8
2002,2681,La1.75Sr0.25Cu1O4.07,37
2003,2682,Ga91Ir2,2.225
2004,2684,Pr0.95La0.05Os4Sb12,1.815
2005,2685,Y0.6Ca0.4Sr1.6Ba0.4Cu2Ga1O7,56
2006,2687,Tm5Rh4.8Co1.2Sn18,1.97
2007,2689,La1.35Pr0.5Sr0.15Cu1O4,34.3
2008,2691,Mo6Se8,6.277142857
2009,2692,Ca1.89Na0.11Cu1Cl2O2,15.14
2010,2693,Tl0.6Rb0.4Fe1.67Se2,32
2011,2694,Ca0.3Ba1.45La1.25Cu3O7.12,69.3
2012,2695,Tl3Y1,1.52
2013,2696,Mg0.75Co0.25B2,34
2014,2697,La2Cu1O4.005,32
2015,2699,Pb2Sr2Y0.5Ca0.5Cu3O8.6,65
2016,2700,Ba1Fe1.87Co0.13As2,25
2017,2701,Ba1.6Sr0.4Yb0.6Ca0.4Cu3O6.04,47
2018,2702,Nd1Fe0.98Co0.02As1F0.11O0.89,40.1
2019,2703,W4.8Ta0.2Si1B2,6.5
2020,2705,Y1Ru3Si2,3.51
2021,2706,Pd0.26Ti0.74,1.66
2022,2708,Y2Pd1Ge3,3.125
2023,2711,Nd1.3Ba1.7Cu3O7,69
2024,2713,Hg0.65V0.35Sr2Ca0.55Nd0.45Cu2O6.8,67
2025,2714,La1.85Sr0.15Cu0.99Co0.01O4,25.2
2026,2715,Sb0.7Sn0.3,2.85
2027,2718,Mg1C1Ni2.94Cu0.06,6.3
2028,2719,Y1Ba1.8Sr0.2Cu3O6.8,90.5
2029,2720,Sn0.9025Ge0.0475In0.05Te1,1.72
2030,2721,Gd1Nd0.85Ce0.15Cu1O4,5.9
2031,2722,B1W2,2.133333333
2032,2723,Hg0.76Tl0.76Ba1Cu1O4.5,87.5
2033,2726,Co0.027Ru0.973,0.25
2034,2727,Hg0.714Tl0.286,3.875
2035,2729,Ce0.0007La0.9993,4.65
2036,2730,Au30Pd3.3Te66.6,2.6
2037,2731,Ho1Ni1.99Fe0.01B2C1,7
2038,2733,Zr2Co0.8Ni0.2,5.83
2039,2734,Mg1B1.826C0.174,30.8
2040,2735,La1Fe1As0.5P0.5F0.05O0.95,21.2
2041,2736,Ba0.79K0.21Fe2As2,18
2042,2737,Y0.8Pr0.2Ba2Cu3O7.55,68.3
2043,2738,La1.931Sr0.069Cu1O4,12
2044,2740,Th1Ir0.1Si1.9,2.75
2045,2741,Sn0.588Ge0.252In0.16Te1,1.42
2046,2743,Bi1.09Ta2S5.09,2.65
2047,2744,H0.983Pd1,7.355
2048,2745,Cd0.96Mg0.04,0.24
2049,2746,Nd1.85Ce0.15Cu0.995Zn0.005O4,18
2050,2747,In0.913Pb0.087,4.2
2051,2748,Mg1C1Ni2.97Cu0.03,6.8
2052,2749,Eu0.1La1.7Sr0.2Cu1O4,33
2053,2750,Fe1Se0.98,8.105
2054,2753,Nb3Rh0.98Pd0.02,2.5
2055,2755,Mo1B0.01C0.82,12.2
2056,2756,Nd2Cu1F0.24O3.76,27
2057,2757,V0.75Si0.175Al0.075,11.1
2058,2758,Mn1U6,2.4525
2059,2759,Bi2Sr2Ca1Cu2O8.272,92.2
2060,2760,Mg1C0.978Ni3,7.3
2061,2762,Ba1Fe1.66Zn0.12Co0.22As2,4.6
2062,2763,Sm1Fe1As1F0.18O0.82,45
2063,2764,Y1Ba2Cu3O7.19,89
2064,2767,Y2Pt1Ge3,2.14
2065,2768,Bi1.95Sr1.65La0.4Cu1O6.334,30.5
2066,2769,H0.963Pd1,6.377
2067,2770,Ca0.88Ce0.12Fe2As2,33.2
2068,2771,Nb0.8Ga0.17Cr0.03,11.5
2069,2772,Gd0.8Hf0.2Ba2Cu3O6.79,79.5
2070,2773,Ir0.25Mo0.75Nb2.25Pt0.75,6.5
2071,2774,C0.8N0.2Sr2Cu1O5.3,33
2072,2775,Sr1.75K0.25Cu1C1O5,13
2073,2776,Y0.925Ca0.075Ba2Cu4O8,83.8
2074,2778,Y0.6Ca0.4Sr1.7Ba0.3Cu2Ga1O7,50
2075,2779,Nb0.758Al0.174Ge0.069,19.7
2076,2780,Eu0.9Pr0.1Ba2Cu3O6.78,83
2077,2781,Y0.6Pr0.4Ba2Cu3O6.88,47
2078,2783,Dy1Ba2Cu3O6.879,86
2079,2787,Er1Pb2,7.4
2080,2788,Be2Os1,3.07
2081,2789,Y0.44Pr0.56Ba2Cu3O6.93,2.1
2082,2791,Fe14.3U85.7,1
2083,2792,Nd1.85Ce0.15Cu0.995Co0.005O4,7.3
2084,2793,H0.46Mo0.1Nb0.72Pd0.18,4.82
2085,2794,Nb0.97Tc0.03,7.6
2086,2795,Pb0.7Eu0.3Mo6.35S8,12.3
2087,2796,C1.45Y1,11.5
2088,2797,Nb2.01V0.99Au1,2.9
2089,2798,Mg0.4Al0.6B2,8.925
2090,2799,Ag0.825Sn0.175,0.055
2091,2801,As1Pb1,8.4
2092,2803,Ca1.6Na0.4Cu1Cl2O2,27.8
2093,2804,Nb0.83Pd0.17,2.2
2094,2805,Sr1Ga0.74Si1.26,3.85
2095,2807,Y0.95Ca0.05Ba2Cu2.95Co0.05O6.75,64
2096,2809,La1Fe0.9Co0.1As1O1,11.02
2097,2810,Pr0.5Nd0.5Os4Sb12,0.6
2098,2811,La1.85Sr0.15Cu1O3.998,37
2099,2812,In0.06Sn0.94Te1.01,1.36
2100,2814,V2.808Re0.192Si1,4.7
2101,2815,Nd1Bi1S2F0.3O0.7,4.64
2102,2816,Er0.9Ca0.1Ba2Cu3O6.93,82.5
2103,2819,K0.9Na0.1Fe2As2,2.9
2104,2820,Ce0.84Y0.06Gd0.1Ru2,3.32
2105,2821,C1.45Th1,4.1
2106,2822,La3Ca0.3Cd0.7Ba3Cu7O16.303,36
2107,2824,Y1Ba1.9Ca0.1Cu3O6.84,85
2108,2825,C3La2,10.66
2109,2826,La1Ni0.72Bi2,4.05
2110,2828,La1.67Sr0.33Cu1O4,37
2111,2830,Ce1Os3B2,3.5
2112,2831,Ir2Sc1,1.55
2113,2832,Au0.92Ga0.068In0.012,0.137
2114,2833,Pt0.014Ru0.986,0.43
2115,2834,Al1Pb1,1.2
2116,2835,Y0.99La0.01Ba2Cu3O7.07,91
2117,2837,Pr1Pt4Ge10Sb2,1.27
2118,2838,Hg0.8Pb0.2Ba2Ca2Cu3O8.3,125
2119,2839,Er0.76Ca0.24Ba1.4Sr0.6Cu2.76Co0.24O6.84,64
2120,2841,Y1Ba2Cu3.92Mn0.08O8,41.6
2121,2843,Si1Ti0.15V2.85,14.55
2122,2844,Bi0.16Pb0.3V0.1Sr2Ca2Cu3O10.12,102.5
2123,2846,Y1Ba2Cu2.7Co0.3O7.11,36
2124,2847,Ba1Fe1.914Pd0.086As2,18.9
2125,2850,Y1.4Th0.6C3,16.8
2126,2851,Bi1.4Pb0.6Sr1.4Ca1Nd0.6Cu2O8.22,25
2127,2852,Au1Lu1,0.185
2128,2853,La1Fe0.918Zn0.082As1F0.28O0.68,8.2
2129,2854,V3Si0.76Be0.24,15.6
2130,2855,Er0.7Pr0.3Ba2Cu3O7,61.1
2131,2856,La0.995Gd0.005Al2,0.932
2132,2857,Mo0.1Nb0.9,6.55
2133,2858,Tl0.4Rb0.4Fe1.6Se2,32
2134,2859,Tm1Ni1.84Fe0.16B2C1,3.99
2135,2860,Mo6S6Br2,13.4
2136,2863,Ir0.9Nb0.1,0.06
2137,2864,Rh2Sr1,6.2
2138,2866,Cu0.75Ge0.25Sr2Y1.3Ce0.7Cu2O8.59,17.5
2139,2867,Y1Sr2Cu2.65Fe0.35O7.1,46
2140,2868,Nb0.72Pd0.28,1.89
2141,2869,Ba1Fe1.774Co0.226As2,12.8
2142,2871,Ce1Bi3.3Pb0.7Te6,2.9
2143,2874,Pd1Si1,0.93
2144,2875,Sr0.4Eu0.6Fe1.76Co0.24As2,7.97
2145,2876,Tm5Rh6Sn18,2.22
2146,2877,Zr0.7Hf0.3V2,9.9
2147,2881,La3Pr0.75In1,1.94
2148,2883,Bi0.25Pb0.75,6.9
2149,2884,Nb50Zr50,10.2
2150,2885,Bi2Sr2Ca1Cu2O8.3,70
2151,2886,Bi1.6Pb0.4Sr1.6Ca1Nd0.4Cu2O8.17,79
2152,2888,Fe2As2Ca6Al1.32Ti2.68O12,36
2153,2889,Pr1Os4Sb12,1.60125
2154,2890,Hg1Mg1,0.935
2155,2891,Bi3Te1,0.875
2156,2893,Fe0.95Se0.25Te0.75,8.5
2157,2894,Co0.3Sc0.7,0.35
2158,2895,Ba2Ca1Cu2F1.4O4.6,106
2159,2897,Bi3Fe1,1
2160,2898,Sm1.1Ba1.9Cu3O7.05,78.5
2161,2899,Os0.56Re0.44,0.94
2162,2900,C1Hf0.25Nb0.75,7
2163,2901,La3Ru1Pd3Ge13,4.8
2164,2902,Ba1Fe1.9Co0.1As2,19.5
2165,2903,Cu0.01V0.99,4.74
2166,2904,Si0.005V0.995,4.75
2167,2905,Y1Sr2Nb0.9Cu2.1O7.9,27
2168,2906,Er2Ba4Cu7O14.92,89
2169,2908,Pr1Os3.2Ru0.8Sb12,1.49
2170,2909,Pb0.58Sn0.58Ti2Se5.16,3.6
2171,2910,Sr0.81Nd0.19Cu1O2,18
2172,2911,Nb3Al0.9Be0.1,19.8
2173,2913,Co1Zr3,3.9
2174,2914,Nb78.1Sn7.3Al7.3Ge7.3,12.5
2175,2915,Ce1Rh0.9Ir0.1In5,2.04
2176,2916,Nb0.47Ta0.53,6.2
2177,2917,Zr2Co0.85Ni0.15,5.96
2178,2918,Nd1Mo6S8,3.5
2179,2919,Pb1Zr3,0.76
2180,2921,La1.85Sr0.15Cu0.9825Co0.0175O4,13.2
2181,2922,Th1Ir1.6Ru0.4,2.87
2182,2925,Au5Ba1,0.4
2183,2926,C0.987Ta1,9.7
2184,2927,Au0.2Nb0.8,6.45
2185,2928,Ho0.5Y0.5Ni2B2C1,11.6
2186,2930,Ca4Al2Fe2P2O6,17.1
2187,2933,Zr1P1.25S0.75,4.85
2188,2934,Gd1.25Ba1.75Cu3O6.98,28
2189,2935,Y0.6Ca0.2Pr0.2Ba2Cu3O6.95,72.9
2190,2938,Cd0.97Pd0.03,4.2
2191,2939,Sn0.8In0.2Te1,3.035
2192,2940,Y1Ba2Cu2.98Zr0.2O6.75,89.8
2193,2941,Fe0.99Ni0.01Se0.82,6.65
2194,2942,Pd0.52Sb0.48,1.65
2195,2943,Bi2.15Sr1.8Ca1Cu2O8.15,93
2196,2944,La1.865Ce0.135Cu1O4,21.2
2197,2945,Ba1.6Sr0.4Yb0.7Ca0.3Cu3O6,41
2198,2947,Bi1.7Pb0.3Sr2Ca1Cu2O0.23,75.75
2199,2950,Nd1.85Ce0.15Cu0.999Ni0.001O4,19.75
2200,2952,Nb3Rh1,2.742333333
2201,2954,Y1Ba2Cu2.9955Zn0.0045O6.95,90
2202,2955,Ce1Co0.7Ru0.3In5,2.13
2203,2956,Y1Ba2Cu3H0.69O6.91,85.7
2204,2957,Mg1C1Ni2.967Fe0.033,4.9
2205,2959,Hg0.8W0.2Ba2Ca1Cu2O6.4,118
2206,2960,Pb1Mo6.35S8,12
2207,2961,La1.73Sr0.27Cu0.97Ru0.03O4,14.1
2208,2962,Ce0.8Nd0.2Bi1S2F0.7O0.3,3.145
2209,2963,Nb0.025Ta0.975,4.465
2210,2964,Er1Ba2Cu2.88Zn0.12O6.92,52
2211,2965,Ir5La1,2.13
2212,2966,B6La1,2.05
2213,2967,Ce1Rh0.5Ir0.5In5,0.875
2214,2968,Nb50Ti25Zr25,9.7
2215,2970,Lu1Ba2Cu3O7,88.24
2216,2971,La1.889Sr0.111Cu1O4,29.2
2217,2972,Y1Sr2Cu2.8Mo0.2O7,40
2218,2973,Nb2.85Ta0.15Sn1,18.3
2219,2974,C0.69Mo1,12.1
2220,2975,Pr1Bi1S2F0.5O0.5,3.6725
2221,2977,Au1Ga40Mo8,9.4
2222,2978,Y1Ba1.8La0.2Cu3.97Zn0.03O8,16.2
2223,2979,Y0.85Ca0.15Sr0.5Ba1.5Cu2.5B0.5O7,55.6
2224,2980,Ba0.8Na0.2Fe2As2,11.8
2225,2981,Sc0.3Y0.7Ir3.6Rh0.4B4,3.09
2226,2983,Nb0.32Re0.68,4.5
2227,2984,Hf0.33Nb0.67,17
2228,2985,C1Hf0.8Nb0.8,7.8
2229,2986,La1.845Ba0.155Cu1O4,26
2230,2989,Sm1.71125Y0.13875Ce0.15Cu1O4,12
2231,2990,Ir0.15Os0.85,0.54
2232,2991,Mo0.0006Re0.9994,1.697
2233,2992,Mo5Si1B2,5.8
2234,2993,Y0.85Ca0.15Ba2Cu2.8Zn0.2O6.74,34.6
2235,2994,Hg0.5Pb0.5Ba2Ca4Cu5O12.5,110
2236,2996,Na2Cs1C60,11.32857143
2237,2998,Eu1Fe2As1.6P0.4,29
2238,2999,Y1Ba2Cu2.7Fe0.3O7.1,69
2239,3000,Y1Ba2Cu2.97Zn0.03O6.47,29.8
2240,3001,Pb2Sr2Y0.5Ca0.5Cu3O8.1882,62
2241,3002,Ba8Si41Al5,6
2242,3003,Y1Ba2Cu2.76Ga0.24O7,71.79
2243,3004,Nb80Ga18Mn2,7.79
2244,3005,C0.5Mo0.17Zr0.42,9.5
2245,3006,Sr0.85Eu0.15Fe1.76Co0.24As2,12.5
2246,3007,Ba0.5K0.5Fe1.7Zn0.3As2,7.86
2247,3010,Sn0.1Fe1Se0.93,7
2248,3012,Dy0.95Pr0.05Ba2Cu3O6.9,91.4
2249,3014,B5Mo0.2Nb1.8,4.3
2250,3015,La1.71Sr0.29Cu0.94Fe0.06O4,32.5
2251,3016,Al0.04Au0.92Ga0.04,0.101
2252,3017,Mo0.8448Zr0.0352B2,8.11
2253,3019,Eu0.8Sr0.2Ba1.6Pr0.1Cu3O6.78,51
2254,3020,Bi1.2Pb0.8Sr1.6La0.4Cu1O6.014,17.3
2255,3023,Sm1Fe0.95Co0.05As1O1,2.565
2256,3025,Th0.99873U0.127,0.658
2257,3026,Ho0.9Ca0.1Ba2Cu4O8,87
2258,3028,La1.943Sr0.115Cu1O4,24.9
2259,3029,Cu0.1Bi2Se3,2.95
2260,3031,In0.97Pd0.03,4.45
2261,3032,Y1Ba2Cu3.98Fe0.02O8,70.5
2262,3034,La1.8Sr0.2Cu1H0.1O4,35.5
2263,3036,La0.7Y0.3Fe1As1F0.15O0.85,36.2
2264,3037,Au2In1Y1,1.74
2265,3038,B5Hf0.2Mo1.8,8.4
2266,3039,La1.82Sr0.18Cu1O3.972,28
2267,3040,Ru0.5Nb0.5Sr2Gd1.4Ce0.6Cu2O9.64,30
2268,3042,Ti1N1,5.6
2269,3043,Ag7B4F4O8,0.15
2270,3044,La98Lu1Tb1,2.108
2271,3045,Mg0.982Cu0.018B2,37.8
2272,3047,Nd1.3Ba1.5Ca0.2Cu3O6.952,36
2273,3048,Pb0.5Ca1Sr2Y0.5Cu2O6.93,30
2274,3049,Bi1.1Nb1Se3.1,2.36
2275,3050,Sm1Fe0.99Mn0.01As1F0.12O0.88,37.2
2276,3051,V50Ti49Zr1,7.7
2277,3052,Mo0.1W0.9C1,9
2278,3054,La1.775Sr0.225Cu1O4,21.5
2279,3055,Er1Ir4B4,2.22
2280,3057,Ba6.62Si46,5
2281,3058,In0.04Sn0.96Te1.01,1.14
2282,3061,Sn0.9025Pb0.0475In0.05Te1,1.79
2283,3062,Nd1Ba1.6Sr0.4Cu3O6.721,78.5
2284,3063,La0.4Ce0.6Ru2,1.3
2285,3064,Fe1Se0.082Te0.738,10.9
2286,3065,La1.83Sr0.17Cu0.99Ni0.01O4,30.1
2287,3066,Y1Ba2Cu2.97Zn0.03O6.67,39.8
2288,3068,Ti56Nb30Si14,5
2289,3069,Li1Hf0.2Zr0.8N1Cl1,18.2
2290,3070,Fe1Se0.38Te0.62,13.5
2291,3071,La1Fe1As1F0.6O0.4,40
2292,3072,Fe1Se0.7Br0.3,5
2293,3073,Bi1.6Pb0.4Sr2Cu2.7Mo0.3O1Y1,96.9
2294,3074,H0.9Pd1,4.11
2295,3075,Ru0.452V0.548,4.2
2296,3076,U6Fe0.5Co0.5,3.05
2297,3079,In0.0293Pb0.9707,7.109
2298,3080,Be8Ga1,5.7
2299,3081,Y1Ba2Cu2.8Zn0.2O6.79,45
2300,3082,Sr1Fe1.2Ru0.8As2,17.2
2301,3086,Ta0.96Zr0.04,5.7
2302,3087,Be0.96Ni0.04,0.76
2303,3089,Y1Ba2Cu2.8Zn0.2O6.88,54.7
2304,3090,Rh0.04Ru0.96,0.38
2305,3093,B12Y1,4.7
2306,3094,Th0.1Zr0.9,2.58
2307,3095,Bi1.7Pb0.3Sr2Ca0.9Nd0.1Cu2O8.27,76.67
2308,3097,Dy1Ni0.74Bi1.78,4.2
2309,3098,Bi1.7Pb0.3Sr2Ca0.8Y0.2Cu2O8,69.7
2310,3099,Sr1Fe1.888Co0.112As2,2
2311,3100,Sm1Fe1As1F0.09O0.91,42
2312,3101,Tl1Ba1Ca1Cu2O5.5,114
2313,3102,La1Rh1Si1,4.35
2314,3103,Fe0.025Ti0.975,3.08
2315,3105,Ba1Ge2,4.93
2316,3107,La0.6Ca0.1Pr0.3Ba1.5Sr0.5Cu3O6.872,26
2317,3108,La0.9989Ce0.0011Rh3B2,1.67
2318,3109,La0.85Pr1Sr0.15Cu1O4,32.6
2319,3110,Pr0.9La0.1Os4Sb12,1.7
2320,3111,Ce0.4Nd0.6Bi1S2F0.7O0.3,3.67
2321,3112,Sm1.05Ba1.95Cu3O6.87,89.75
2322,3113,Y1Ba2Cu2.95Zn0.05O6.69,25
2323,3114,Ba1Ni2Ge0.2P1.8,2.59
2324,3115,Lu0.25Sc4.75Ir4Si10,7.91
2325,3116,Os0.06Zr0.94,5.65
2326,3118,Ru0.95Ir0.05Sr2Gd1Cu2O8,32.5
2327,3119,La1.812Nd0.038Sr0.026Ba0.124Cu1O4,31.1
2328,3121,Nb0.5Sn0.25Ta0.25,16.4
2329,3122,V3Ga0.8Si0.2,11.9
2330,3123,Bi2Sr2Ca1Cu1.97Ni0.03O8,77
2331,3124,In0.75Pb0.25,5.65
2332,3126,Y1Sr2Cu2.8Re0.2O7.2,63
2333,3127,La0.72Ce0.28Ru2,1.278
2334,3128,Nd1Bi1S2F0.1O0.9,4.24
2335,3129,Hg0.75Mo0.25Sr2Cu1O4,50
2336,3130,Y0.8Ca0.1Pr0.1Ba2Cu3O7.01,78.4
2337,3131,Fe0.5Ba2Y1Cu2.5O7.41,80
2338,3132,Bi2Sr2Ca1Cu2O8.245,90
2339,3133,Mg0.9Zn0.1C1Ni3,4.5
2340,3135,Pr1.8315Y0.0185Ce0.15Cu1O4,16
2341,3136,La1.87Sr0.13Cu0.9925Zn0.0075O4,21.02
2342,3137,Mg0.85Zn0.15C1Ni3,4.12
2343,3138,Eu2.17Ce0.5Sr1.33Cu2.5Fe0.5O9.23,25.7
2344,3139,Ba1Fe1.91Co0.09As2,15.45333333
2345,3140,Pr1Fe0.9Co0.1As0.9P0.1O1,14.7
2346,3141,Be0.9Ni0.1,1.48
2347,3142,Ti0.9V0.1,6.3
2348,3143,In2Mo15Se19,1.5
2349,3144,La1Ba2Cu2.95Co0.05O6.94,40.5
2350,3145,Th1Ir1.4Ru0.6,2.08
2351,3146,Tb4Os6Sn19,1.4
2352,3147,C1Ga1Mo2,3.9
2353,3148,Mg0.3Hf1N1Cl1,25
2354,3149,Ta0.462Ti0.538,9.05
2355,3150,Er0.46Ho0.54Rh4B4,7.32
2356,3151,Li1Ti1O4,12.15
2357,3153,B2Nb0.6,8.04
2358,3154,Si0.9V3Ge0.1,14
2359,3155,Ca1Tl2.4Pb0.6,3.18
2360,3156,Ag0.9Ga0.1,0.0065
2361,3157,Nb3Sn0.61Al0.39,14.1
2362,3158,Ca1Fe1.874Co0.126As2,14.8
2363,3159,Ag0.8Ga0.2,6.5
2364,3160,Eu1.85Ce0.15Cu1O3.98,7.3
2365,3161,Nb3Sn0.65Ge0.35,16.1
2366,3163,Ir0.46Re0.115Rh0.425,0.13
2367,3165,Al0.5Nb3Sn0.5,15.8
2368,3166,Fe0.5Ba2Dy1Cu2.5O7.52,75
2369,3169,Mg1C1Ni2.6Co0.4,7.1
2370,3170,La1Pt4Ge12,8.253333333
2371,3173,Ce1Cu2Si1.8Ge0.2,0.1675
2372,3174,Ca0.1La0.9Ba1.65La0.35Cu3O7.15,57
2373,3175,La1Pt1.9Ge2.1,1.67
2374,3177,Mo5Ru1Se8,3.7
2375,3181,Sn93In3.5Sb3.5,3.743
2376,3184,Nd1.85Ce0.15Cu0.995Ni0.005O4,11.6
2377,3185,Y0.79Gd0.21Ni2B2C1,7.81
2378,3186,Nb3Al0.964Si0.036,18.4
2379,3188,Mo0.5Pb0.5,3.52
2380,3189,H0.75Nb0.85Pd0.15,4.66
2381,3191,Y1Ba2Cu2.95Zn0.05O6.85,66.19
2382,3192,Sm1.15Ba1.85Cu3O7,83
2383,3194,Ho1Rh1.6Ir2.4B4,2.2
2384,3197,Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.51,66
2385,3198,La1Rh2Si2,1.658
2386,3199,Pb2Sr2Ho0.5Ca0.5Cu2.94Al0.06O8,51.8
2387,3200,Au0.98Pd0.02Ga2,1.51
2388,3202,La3Se4,8.326
2389,3204,Y0.45Dy0.55Ni2B2C1,5.2
2390,3205,Au0.9In0.1,0.067866667
2391,3207,Ba1Ga0.78Si1.22,4
2392,3208,Ce1Ir1In4.97Sn0.03,0.66
2393,3210,Gd0.01Nb0.99,9.19
2394,3213,Ca1.65Na0.35Cu1Cl2O2,28
2395,3214,Al0.9Ge0.1,6.45
2396,3215,La1.943Sr0.089Cu1O4,24.6
2397,3217,Tm0.93Ca0.07Ba2Cu4O8,83.3
2398,3218,Y1Ba2Cu3.928Zn0.072O8,31
2399,3219,Ba0.15La1.85Cu1O4,28
2400,3220,Ce2Pd1In8,0.69
2401,3221,Na0.23W1O3,2.16
2402,3222,Ca7.62La2.38Pt3Fe10As18,26
2403,3224,Y1Sr2Cu2.75W0.25O7.1,51
2404,3226,In3La1,0.7
2405,3227,Nb0.25Re0.75,6.75
2406,3228,Y1Ba2Cu3O6.59,60.55
2407,3230,La1Nd0.89Ce0.11Cu1O3.978,19.8
2408,3231,Nd1Ba2Cu3S1O5,56
2409,3233,Mg10Ir19B16,4.0875
2410,3234,Re2Y1,1.83
2411,3235,La1.89Sr0.11Cu0.995Fe0.005O4,14.7
2412,3236,Rh1Se2,4.35
2413,3237,Ca1Fe1.87Co0.13As2,17.2
2414,3238,Lu0.8Ca0.2Ba2Cu3O6.81,52
2415,3240,Hg1Ba2Ca1Cu2O6.3,100
2416,3242,Nd1Fe0.9Co0.1As1F0.11O0.89,9
2417,3243,Co0.034Ru0.964,0.2
2418,3244,Sr0.5Ce0.5Bi1S2F1,2.8
2419,3245,Nd1.65Sm0.2Ce0.15Cu1O3.971,21.6
2420,3246,Y1Ba2Cu2.82Ga0.18O7,79.24
2421,3248,Na0.33H2.86Co1O3.42,4.5
2422,3250,Nd1.5Ce0.5Sr2Cu2Nb1O10,22.1
2423,3251,Lu5Ir4Si9.8Ge0.2,5.8
2424,3252,Pb2Sr2Y0.61Ca0.39Cu3O8,77
2425,3253,Rh0.025Ti0.975,1.79
2426,3254,Pt0.43W0.57,2.09
2427,3255,Y1Ba1.9La0.1Cu3O6.99,90.675
2428,3256,Rb0.27W1O2.93,3
2429,3257,Ba0.5K0.5Fe1.7Co0.3As2,13.56
2430,3258,Nd1.65Y0.2Ce0.15Cu1O4,17.3
2431,3259,La1.92Sr0.08Cu0.99Ni0.01O4,0.001
2432,3261,La1.79Sr0.21Cu0.94Ni0.06O4,28.3
2433,3262,Nb0.13Zr0.87,6.42
2434,3263,Y0.9Ca0.1Ba2Cu3O6.03,19.8
2435,3264,Os0.001Re0.999,1.71
2436,3265,Nb80.7Sn1.9Al1.9Ge15.5,7.8
2437,3266,In0.11O3W1,2.025
2438,3267,Y0.5Pr0.5Ba2Cu3O6.98,21.9
2439,3270,La0.75Pr0.25Pb3,0.8
2440,3271,La0.68Eu0.2Sr0.12Cu1O4,5
2441,3272,La1.5Nd0.4Sr0.1Cu1O4,8.906666667
2442,3274,La1Fe1As1O0.85,25.76666667
2443,3275,Y1Ba2Cu3O6.951,91.19
2444,3276,Hg0.8Mo0.2Ba2Ca1Cu2O6.4,127
2445,3279,Bi2Sr2Cu1O6.16,10
2446,3281,Y0.8Ca0.2Ba2Cu2.85Co0.15O6.84,86
2447,3283,In0.15Nb3Sn0.85,18.26
2448,3284,Nb3Ga0.05Sn0.95,18.3
2449,3285,Bi2Rh3Se2,0.84
2450,3289,Nb2.94Ta0.06Al1,17.7
2451,3291,Pr1Os0.2Ru3.8Sb12,1.16
2452,3292,La2Cu1O4.044,34
2453,3293,Nb3Rh0.9Pd0.1,2.55
2454,3294,Ti0.6V0.4,7.15
2455,3295,Ce1Bi3.1Pb0.9Te6,2.8
2456,3296,Sn0.8In0.2Te0.7Se0.3,3.5
2457,3297,Au1Zn3,1.245
2458,3298,Hg1Ba2Cu1O4.096,95.6
2459,3299,Ta0.78W0.22,1.36
2460,3301,Cs1Rb2C60,31
2461,3303,Sr0.4La0.6Bi1S2F1,2.96
2462,3305,Y1Ru3.5Si2,3.51
2463,3307,Ba1Al0.95Si1.05,2.8
2464,3308,Ce1Ir1Si3,1.53
2465,3309,Tl0.54K0.46Fe1.88Se2,30.4
2466,3310,La1Fe0.9Ir0.1As1O1,10.9
2467,3312,Nb0.7425Zr0.0075Al0.25,17.4
2468,3314,Bi1.95Sr1.85La0.2Cu1O4,27
2469,3315,Y1Ba2Cu3H0.13O7,93.5
2470,3316,Ru0.9Ir0.1Sr2Gd1Cu2O8,22
2471,3317,Ca0.85Ce0.15Ba1La1Cu3O7.07,52.4
2472,3319,Hf1Ru1P1,11.79666667
2473,3320,Pb0.1Yb0.9Mo6Se8,6.3
2474,3321,Zr0.96V0.04B2,8.7
2475,3322,Y1.8Cr0.2C2.9,12.4
2476,3323,Bi3La5,0.64
2477,3325,Bi1.95Sr1.75Nd0.3Cu1O4,30
2478,3326,Ga0.25Nb0.75,20
2479,3327,Th1Ir1.2Ru0.8,1.45
2480,3329,Y0.8Pr0.2Ba2Cu3O6.75,41.5
2481,3330,Fe22U78,0.98
2482,3332,Y1Ba1Sr1Cu3O6.94,79
2483,3333,Sn1.1Mo6Se7.5,4.2
2484,3334,Bi2Sr2Ca1Cu2O8.19,89.26666667
2485,3336,Er1Ni2B2C1,11
2486,3337,Yb0.9Ca0.1Ba1.2Sr0.8Cu4O8,84
2487,3338,Sn0.04V0.96,1.86
2488,3339,Nb1N0.98O0.02,17.7
2489,3340,Pb0.06Tl0.94,2.7
2490,3341,Ba0.51K0.49Bi1O3,17.2
2491,3342,Bi2Sr2Ca1Cu2O8.242,73.9
2492,3344,Na0.5Zr1N1Cl1,15
2493,3345,Au1In2,0.22
2494,3346,Tl1Ba2Ca0.9Gd0.1Cu2O7,91.8
2495,3347,Bi1.95Sr1.65La0.4Cu1O6.343,26.5
2496,3349,Gd0.95Hf0.05Ba2Cu3O6.91,86.9
2497,3350,Ba0.59K0.41Bi1O3,31
2498,3351,Sm1.665Gd0.185Ce0.15Cu1O4,13
2499,3353,Nb0.6Zr0.4,10.525
2500,3354,Rh0.8Ru0.2Se2,1.33
2501,3355,Lu5Ir4Si9.5Ge0.5,6
